trade_date,stock_code,stock_name,board,market,industry,concepts,open,high,low,close,pre_close,pct_change,turnover_amount,turnover_rate,volume,volume_ratio,amplitude,market_cap,float_market_cap,limit_up_status,first_limit_up_time,last_limit_up_time,limit_up_break_count,consecutive_limit_up_count,tail_rise_pct,tail_volume_ratio,close_position_pct,above_vwap_most_day,stepwise_rise_after_1430,break_intraday_high,break_key_resistance,tail_pullback_holds,ma5,ma10,ma20,ma_alignment_up,pullback_to_ma10_or_ma20,close_above_ma5,recent_volume_rank_low,close_gt_open,kdj_low_turn_up,rsi_low_turn_up,theme_limit_up_count,theme_rank,theme_tail_reflow,theme_leader_auction,manual_note,data_source,captured_at,vwap_price,above_intraday_vwap,vwap_signal_source,real_board_limit_up_count,real_theme_limit_up_count,real_tail_volume_confirmed,tail_signal_source,tail_volume_confirmed,universe,universe_eligible,exclude_reason,theme_tags,is_focus_theme,matched_strategies,primary_strategy,candidate_score,score_reasons,pool_raw_level,pool_rank,pool_cap_note,pool_level,entry_reasons,risk_tags,premarket_layer,premarket_detail,intraday_layer,intraday_detail,tail_execution_layer,tail_execution_detail,workflow_summary,buy_point,sell_point,stop_point,first_take_profit_point,strong_follow_rule,defensive_stop_point,moving_take_profit_rule,point_basis,next_day_valid_if,next_day_weak_if,next_day_remove_if
2026-06-17,002254,泰和新材,深主板,SZ,化学纤维,,16.4,18.58,16.15,18.58,16.89,10.01,1891985414,3.8,106222293,1.8,14.39,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,18.3,18.02,17.47,是,否,是,否,是,否,否,1,17,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:54:20,17.81,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否,深主板,是,,,否,S1,S1,25.4,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过10亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,002579,中京电子,深主板,SZ,元件,,16.39,18.47,16.37,18.47,16.79,10.01,1610349431,3.8,91216860,1.8,12.51,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,18.19,17.92,17.36,是,否,是,否,是,否,否,7,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:54:25,17.65,是,成交额/成交量推算,7,7,否,非分钟级数据，尾盘量未确认,否,深主板,是,,,否,S1,S1,25.4,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过10亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；板块联动；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,002741,光华科技,深主板,SZ,电子化学品Ⅱ,科技,38.68,39.44,38.65,39.44,35.85,10.01,755979469,2.0,19336927,1.35,2.2,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,38.85,38.26,37.07,是,否,是,否,是,否,否,13,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:54:28,39.10,是,成交额/成交量推算,13,13,否,非分钟级数据，尾盘量未确认,否,深主板,是,,科技,是,S1,S1,48.05,命中主题：科技；策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过3亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足；底层防御：评分 48.05 低于B池最低要求 60，不推荐,B,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位；底层防御：评分 48.05 低于B池最低要求 60，不推荐,接近涨停；高涨幅A池确认不足；底层防御：评分 48.05 低于B池最低要求 60，不推荐,通过,命中重点主题：科技,通过,量能承接；分时强于均价线；板块联动；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：通过；盘中验证：通过；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,002906,华阳集团,深主板,SZ,汽车零部件,,26.17,28.9,26.1,28.9,26.27,10.01,307089090,2.0,10958810,1.35,10.66,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,28.47,28.03,27.17,是,否,是,否,是,否,否,2,6,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:54:31,28.02,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否,深主板,是,,,否,S1,S1,20.05,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过3亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,002918,蒙娜丽莎,深主板,SZ,家居用品,,11.29,12.53,11.21,12.53,11.39,10.01,313794590,2.0,26341115,1.35,11.59,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,12.34,12.15,11.78,是,否,是,否,是,否,否,1,18,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:54:31,11.91,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否,深主板,是,,,否,S1,S1,20.05,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过3亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,002989,中天精装,深主板,SZ,装修装饰Ⅱ,,31.67,33.97,31.17,33.97,30.88,10.01,530217675,2.0,16033477,1.35,9.07,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,33.46,32.95,31.93,是,否,是,否,是,否,否,1,19,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:54:31,33.07,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否,深主板,是,,,否,S1,S1,20.05,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过3亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,600026,中远海能,沪主板,SH,航运港口,,18.1,19.69,18.0,19.69,17.9,10.0,1891158558,3.8,99813480,1.8,9.44,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,19.39,19.1,18.51,是,否,是,否,是,否,否,1,20,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:53:30,18.95,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否,沪主板,是,,,否,S1,S1,25.4,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过10亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,600378,昊华科技,沪主板,SH,化学制品,科技,57.0,63.8,55.14,63.8,58.0,10.0,5195799275,3.8,86385959,1.8,14.93,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,62.84,61.89,59.97,是,否,是,否,是,否,否,13,1,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:53:36,60.15,是,成交额/成交量推算,13,13,否,非分钟级数据，尾盘量未确认,否,沪主板,是,,科技,是,S1,S1,53.4,命中主题：科技；策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过10亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足；底层防御：评分 53.4 低于B池最低要求 60，不推荐,B,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位；底层防御：评分 53.4 低于B池最低要求 60，不推荐,接近涨停；高涨幅A池确认不足；底层防御：评分 53.4 低于B池最低要求 60，不推荐,通过,命中重点主题：科技,通过,量能承接；分时强于均价线；板块联动；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：通过；盘中验证：通过；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,603002,宏昌电子,沪主板,SH,电子化学品Ⅱ,,21.5,23.2,21.5,23.2,21.09,10.0,655604887,2.0,29039430,1.35,8.06,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,22.85,22.5,21.81,是,否,是,否,是,否,否,2,10,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:53:51,22.58,是,成交额/成交量推算,2,2,否,非分钟级数据，尾盘量未确认,否,沪主板,是,,,否,S1,S1,20.05,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过3亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,603115,海星股份,沪主板,SH,元件,,116.2,119.94,112.5,119.94,109.04,10.0,428026341,2.0,3671800,1.35,6.82,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,118.14,116.34,112.74,是,否,是,否,是,否,否,7,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:53:53,116.57,是,成交额/成交量推算,7,7,否,非分钟级数据，尾盘量未确认,否,沪主板,是,,,否,S1,S1,20.05,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过3亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；板块联动；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,603139,康惠股份,沪主板,SH,中药Ⅱ,,40.9,44.13,40.12,44.13,40.12,10.0,185093392,0.8,4360744,1.35,10.0,0,0,是,,,0,1,3.5,1.35,100.0,是,是,是,是,是,43.47,42.81,41.48,是,否,是,否,是,否,否,1,21,否,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:53:53,42.45,是,成交额/成交量推算,1,1,否,非分钟级数据，尾盘量未确认,否,沪主板,是,,,否,S1,S1,-8.95,策略信号：S1；接近涨停扣分；量比温和放大；换手偏低扣分；成交额超过1亿；收盘接近全天高位；风险扣分：接近涨停;流动性不足;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；流动性不足；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
2026-06-17,603186,华正新材,沪主板,SH,元件,,215.0,226.67,214.3,226.67,206.06,10.0,1011272298,3.8,4524115,1.8,6.0,0,0,是,,,0,1,3.5,1.8,100.0,是,是,是,是,是,223.27,219.87,213.07,是,否,是,否,是,否,否,7,2,是,,新浪行情本地股票池快照；股票池来自历史成功采集，尾盘字段为日线快照近似值,sina_hq_universe_snapshot,2026-06-17 12:53:53,223.53,是,成交额/成交量推算,7,7,否,非分钟级数据，尾盘量未确认,否,沪主板,是,,,否,S1,S1,25.4,策略信号：S1；接近涨停扣分；量比温和放大；换手处于活跃区间；成交额超过10亿；收盘接近全天高位；风险扣分：接近涨停;高涨幅A池确认不足,,,,,攻击型尾盘突破：尾盘阶梯推升、突破压力、收盘接近高位,接近涨停；高涨幅A池确认不足,未命中,未命中当前重点主题，暂不进入主线优先级,不足,量能承接；分时强于均价线；板块联动；收盘位置强；形态命中；高涨幅需板块涨停和真实尾盘量确认,不执行,未进入候选池,盘前主题：未命中；盘中验证：不足；尾盘执行：不执行,,,,,,,,,,,
